Brand,Label,Category,Price,Ingredients,Skin_Type,Benefits,Reviews
CeraVe,Hydrating Cleanser,Cleanser,38.90007645486806,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
La Roche-Posay,Effaclar Duo,Treatment,29.756288410251763,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,54.69790780104907,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Affordable and effective! Would recommend. - Kunal, Jaipur"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,80.74984892161793,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
CeraVe,Moisturizing Cream,Moisturizer,17.445566579501097,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,85.13769934580482,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Kama Ayurveda,Cicaplast Baume B5,Treatment,38.5694213826751,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Caused a breakout, didn't work for me. - Simran, Pune"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,46.903146736692655,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Himalaya,Oil-Free Moisturizer,Moisturizer,42.73445984700009,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Himalaya,Salicylic Acid Cleanser,Cleanser,15.081927880965116,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Forest Essentials,Good Genes Lactic Acid Treatment,Treatment,28.43358527316063,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,55.77032517845714,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Glossier,Solution,Exfoliant,40.417346434689954,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","A bit expensive, but worth the money. - Sneha, Kolkata"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,68.93509797001204,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,49.48550608688458,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Lightweight and great for daily use. - Ananya, Chandigarh"
CeraVe,Hydrating Cleanser,Cleanser,72.70849793748526,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
La Roche-Posay,Effaclar Duo,Treatment,36.797827277533685,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,5.24438892981091,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Caused a breakout, didn't work for me. - Simran, Pune"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,63.87521260389459,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Moisturizing Cream,Moisturizer,75.32727818180776,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,71.83121921922235,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
La Roche-Posay,Cicaplast Baume B5,Treatment,83.19777228998923,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,26.57694844954501,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Neutrogena,Oil-Free Moisturizer,Moisturizer,97.96485204789316,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Inkey List,Salicylic Acid Cleanser,Cleanser,77.96833295524809,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Forest Essentials,Good Genes Lactic Acid Treatment,Treatment,19.366505630743795,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Absorbs well but didn't see significant results. - Priya, Bangalore"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,13.036147016374173,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Lotus Herbals,Solution,Exfoliant,88.22684721030828,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","A bit expensive, but worth the money. - Sneha, Kolkata"
Lotus Herbals,Superfood Antioxidant Cleanser,Cleanser,66.07929423445879,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,37.06599309852327,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Affordable and effective! Would recommend. - Kunal, Jaipur"
Biotique,Hydrating Cleanser,Cleanser,79.68678809628472,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Himalaya,Effaclar Duo,Treatment,42.62836267349276,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,72.44855802705911,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,33.80735809305458,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Absorbs well but didn't see significant results. - Priya, Bangalore"
Mamaearth,Moisturizing Cream,Moisturizer,40.60589536893664,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Lightweight and great for daily use. - Ananya, Chandigarh"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,86.41334271716227,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
La Roche-Posay,Cicaplast Baume B5,Treatment,81.27573487430855,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","A bit expensive, but worth the money. - Sneha, Kolkata"
Kama Ayurveda,AHA 30% + BHA 2% Peeling Solution,Treatment,86.94807601677478,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Neutrogena,Oil-Free Moisturizer,Moisturizer,13.736689960669432,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Inkey List,Salicylic Acid Cleanser,Cleanser,41.09159007704356,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,82.02707954598183,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,25.797347457892148,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Affordable and effective! Would recommend. - Kunal, Jaipur"
Glossier,Solution,Exfoliant,96.6840897543069,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Absorbs well but didn't see significant results. - Priya, Bangalore"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,36.509118621574885,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Himalaya,Niacinamide 10% + Zinc 1%,Serum,58.68059215397542,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Lightweight and great for daily use. - Ananya, Chandigarh"
CeraVe,Hydrating Cleanser,Cleanser,34.078331384860206,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
La Roche-Posay,Effaclar Duo,Treatment,92.9605895422201,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,45.29976406771273,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Absorbs well but didn't see significant results. - Priya, Bangalore"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,25.454609875810423,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Feels sticky after applying, but hydrates well. - Arjun, Goa"
CeraVe,Moisturizing Cream,Moisturizer,93.50126858060784,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Forest Essentials,BHA Liquid Exfoliant,Exfoliant,55.38007627009197,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Kama Ayurveda,Cicaplast Baume B5,Treatment,64.09003338528086,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,93.37666704234331,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Biotique,Oil-Free Moisturizer,Moisturizer,88.80966680106906,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Inkey List,Salicylic Acid Cleanser,Cleanser,43.11627762307147,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Caused a breakout, didn't work for me. - Simran, Pune"
Biotique,Good Genes Lactic Acid Treatment,Treatment,94.75808693090974,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Caused a breakout, didn't work for me. - Simran, Pune"
Lotus Herbals,Protini Polypeptide Cream,Moisturizer,79.54252802307714,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Glossier,Solution,Exfoliant,17.308003306777003,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,93.72128853754276,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,31.978635964346832,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Lightweight and great for daily use. - Ananya, Chandigarh"
CeraVe,Hydrating Cleanser,Cleanser,25.19449627237393,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
La Roche-Posay,Effaclar Duo,Treatment,45.31352624400449,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Absorbs well but didn't see significant results. - Priya, Bangalore"
Forest Essentials,Hyaluronic Acid 2% + B5,Serum,9.830078120124888,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Absorbs well but didn't see significant results. - Priya, Bangalore"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,44.999450875023,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Biotique,Moisturizing Cream,Moisturizer,59.691613409019645,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","A bit expensive, but worth the money. - Sneha, Kolkata"
Mamaearth,BHA Liquid Exfoliant,Exfoliant,54.18092636463097,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Lightweight and great for daily use. - Ananya, Chandigarh"
La Roche-Posay,Cicaplast Baume B5,Treatment,49.43462886142832,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,51.47392736813881,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Neutrogena,Oil-Free Moisturizer,Moisturizer,34.93814251266475,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Caused a breakout, didn't work for me. - Simran, Pune"
The Inkey List,Salicylic Acid Cleanser,Cleanser,14.746867033298097,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Lightweight and great for daily use. - Ananya, Chandigarh"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,53.40445603770792,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Caused a breakout, didn't work for me. - Simran, Pune"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,47.13166479603153,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
Kama Ayurveda,Solution,Exfoliant,80.33360829331409,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,22.405275152713685,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,58.59148375249632,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Absorbs well but didn't see significant results. - Priya, Bangalore"
CeraVe,Hydrating Cleanser,Cleanser,64.31249265139172,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
La Roche-Posay,Effaclar Duo,Treatment,68.63436882085561,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Absorbs well but didn't see significant results. - Priya, Bangalore"
Kama Ayurveda,Hyaluronic Acid 2% + B5,Serum,36.71144218368696,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,10.741765841366623,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Moisturizing Cream,Moisturizer,52.866747146392136,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Caused a breakout, didn't work for me. - Simran, Pune"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,95.73394356679528,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Caused a breakout, didn't work for me. - Simran, Pune"
La Roche-Posay,Cicaplast Baume B5,Treatment,76.34426065413075,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Lightweight and great for daily use. - Ananya, Chandigarh"
Biotique,AHA 30% + BHA 2% Peeling Solution,Treatment,25.118465892315395,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Himalaya,Oil-Free Moisturizer,Moisturizer,75.59431112562507,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Kama Ayurveda,Salicylic Acid Cleanser,Cleanser,86.6417323540987,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,85.89543208866544,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,57.461243072666576,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Glossier,Solution,Exfoliant,61.12550167021059,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,74.81692551763557,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Forest Essentials,Niacinamide 10% + Zinc 1%,Serum,37.756293806114215,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","A bit expensive, but worth the money. - Sneha, Kolkata"
Himalaya,Hydrating Cleanser,Cleanser,77.3783619175,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Forest Essentials,Effaclar Duo,Treatment,20.665500307034414,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,61.124629334203625,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,23.783422088862576,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
CeraVe,Moisturizing Cream,Moisturizer,98.75896296576592,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Mamaearth,BHA Liquid Exfoliant,Exfoliant,47.76727261927634,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Forest Essentials,Cicaplast Baume B5,Treatment,16.711428667325322,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,23.957918210970973,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Kama Ayurveda,Oil-Free Moisturizer,Moisturizer,28.423634147147546,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Inkey List,Salicylic Acid Cleanser,Cleanser,38.31718671753915,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Affordable and effective! Would recommend. - Kunal, Jaipur"
Kama Ayurveda,Good Genes Lactic Acid Treatment,Treatment,75.44793578825842,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Lightweight and great for daily use. - Ananya, Chandigarh"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,89.88580145978077,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Affordable and effective! Would recommend. - Kunal, Jaipur"
Glossier,Solution,Exfoliant,52.73120226861143,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Caused a breakout, didn't work for me. - Simran, Pune"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,5.796724682041513,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Forest Essentials,Niacinamide 10% + Zinc 1%,Serum,22.4480003109847,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
CeraVe,Hydrating Cleanser,Cleanser,43.54883668071941,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
La Roche-Posay,Effaclar Duo,Treatment,55.98573180406143,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,75.13962823443886,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","A bit expensive, but worth the money. - Sneha, Kolkata"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,23.74512652552509,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","A bit expensive, but worth the money. - Sneha, Kolkata"
Forest Essentials,Moisturizing Cream,Moisturizer,27.358629494497585,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Lightweight and great for daily use. - Ananya, Chandigarh"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,30.425617131299184,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Caused a breakout, didn't work for me. - Simran, Pune"
La Roche-Posay,Cicaplast Baume B5,Treatment,8.386821575890597,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,42.08497287411424,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Neutrogena,Oil-Free Moisturizer,Moisturizer,25.88924562889197,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Affordable and effective! Would recommend. - Kunal, Jaipur"
The Inkey List,Salicylic Acid Cleanser,Cleanser,5.062409547210103,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,28.05895619862236,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Caused a breakout, didn't work for me. - Simran, Pune"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,51.91346989557826,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Glossier,Solution,Exfoliant,18.38093832578774,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Absorbs well but didn't see significant results. - Priya, Bangalore"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,10.23833386208696,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,12.058891596923342,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","A bit expensive, but worth the money. - Sneha, Kolkata"
Himalaya,Hydrating Cleanser,Cleanser,27.94018835334441,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Absorbs well but didn't see significant results. - Priya, Bangalore"
La Roche-Posay,Effaclar Duo,Treatment,18.1604417540724,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Forest Essentials,Hyaluronic Acid 2% + B5,Serum,22.34877244033449,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,12.792890951145624,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Moisturizing Cream,Moisturizer,47.04557112006355,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,99.87527392017792,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
